,longitude,latitude,thickness
4637,137.5,77.5,1.0
4638,138.5,77.5,1.0
4639,139.5,77.5,1.0
4640,140.5,77.5,1.0
4641,141.5,77.5,1.0
4642,142.5,77.5,1.0
4643,143.5,77.5,1.0
4644,144.5,77.5,1.0
4645,145.5,77.5,1.0
4646,146.5,77.5,1.0
4647,147.5,77.5,1.0
4648,148.5,77.5,1.0
4649,149.5,77.5,1.0
4650,150.5,77.5,1.0
4651,151.5,77.5,1.0
4652,152.5,77.5,1.0
4653,153.5,77.5,1.0
4654,154.5,77.5,1.0
4655,155.5,77.5,1.0
4656,156.5,77.5,2.0
4657,157.5,77.5,2.0
4658,158.5,77.5,2.0
4659,159.5,77.5,2.0
4660,160.5,77.5,2.0
4661,161.5,77.5,2.0
4662,162.5,77.5,2.0
4663,163.5,77.5,2.0
4664,164.5,77.5,2.0
4665,165.5,77.5,2.0
4666,166.5,77.5,2.0
4667,167.5,77.5,3.0
4668,168.5,77.5,3.0
4669,169.5,77.5,3.0
4670,170.5,77.5,3.0
4671,171.5,77.5,3.0
4672,172.5,77.5,3.0
4673,173.5,77.5,3.0
4674,174.5,77.5,3.0
4675,175.5,77.5,3.0
4676,176.5,77.5,3.0
4677,177.5,77.5,3.0
4678,178.5,77.5,3.0
4679,179.5,77.5,3.0
4680,-179.5,76.5,3.0
4681,-178.5,76.5,3.0
4682,-177.5,76.5,3.0
4683,-176.5,76.5,3.0
4684,-175.5,76.5,3.0
4685,-174.5,76.5,3.0
4686,-173.5,76.5,3.0
4687,-172.5,76.5,3.0
4688,-171.5,76.5,4.0
4689,-170.5,76.5,4.0
4690,-169.5,76.5,4.0
4691,-168.5,76.5,4.0
4692,-167.5,76.5,4.0
4693,-166.5,76.5,4.0
4694,-165.5,76.5,4.0
4695,-164.5,76.5,4.0
4696,-163.5,76.5,4.0
4697,-162.5,76.5,4.0
4698,-161.5,76.5,4.0
4699,-160.5,76.5,4.0
4700,-159.5,76.5,4.0
4701,-158.5,76.5,4.0
4702,-157.5,76.5,4.0
4703,-156.5,76.5,4.0
4704,-155.5,76.5,4.0
4705,-154.5,76.5,4.0
4706,-153.5,76.5,4.0
4707,-152.5,76.5,4.0
4708,-151.5,76.5,4.0
4709,-150.5,76.5,4.0
4710,-149.5,76.5,4.0
4711,-148.5,76.5,4.0
4712,-147.5,76.5,4.0
4713,-146.5,76.5,4.0
4714,-145.5,76.5,4.0
4715,-144.5,76.5,4.0
4716,-143.5,76.5,4.0
4717,-142.5,76.5,4.0
4718,-141.5,76.5,5.0
4719,-140.5,76.5,5.0
4720,-139.5,76.5,5.0
4721,-138.5,76.5,5.0
4722,-137.5,76.5,5.0
4723,-136.5,76.5,5.0
4724,-135.5,76.5,5.0
4725,-134.5,76.5,5.0
4726,-133.5,76.5,5.0
4727,-132.5,76.5,5.0
4728,-131.5,76.5,5.0
4729,-130.5,76.5,5.0
4730,-129.5,76.5,5.0
4731,-128.5,76.5,6.0
4732,-127.5,76.5,6.0
4733,-126.5,76.5,6.0
4734,-125.5,76.5,6.0
4735,-124.5,76.5,6.0
4736,-123.5,76.5,6.0
4737,-122.5,76.5,168.0
4738,-121.5,76.5,168.0
4739,-120.5,76.5,168.0
4740,-119.5,76.5,168.0
4741,-118.5,76.5,168.0
4742,-117.5,76.5,168.0
4743,-116.5,76.5,6.0
4744,-115.5,76.5,6.0
4745,-114.5,76.5,6.0
4746,-113.5,76.5,6.0
4747,-112.5,76.5,6.0
4748,-111.5,76.5,6.0
4749,-110.5,76.5,7.0
4750,-109.5,76.5,168.0
4751,-108.5,76.5,7.0
4752,-107.5,76.5,7.0
4753,-106.5,76.5,7.0
4754,-105.5,76.5,7.0
4755,-104.5,76.5,168.0
4756,-103.5,76.5,168.0
4757,-102.5,76.5,7.0
4758,-101.5,76.5,168.0
4759,-100.5,76.5,168.0
4760,-99.5,76.5,168.0
4761,-98.5,76.5,0.0
4762,-97.5,76.5,0.0
4763,-96.5,76.5,0.0
4764,-95.5,76.5,168.0
4765,-94.5,76.5,168.0
4766,-93.5,76.5,168.0
4767,-92.5,76.5,168.0
4768,-91.5,76.5,168.0
4769,-90.5,76.5,0.0
4770,-89.5,76.5,168.0
4771,-88.5,76.5,168.0
4772,-87.5,76.5,168.0
4773,-86.5,76.5,168.0
4774,-85.5,76.5,168.0
4775,-84.5,76.5,168.0
4776,-83.5,76.5,168.0
4777,-82.5,76.5,168.0
4778,-81.5,76.5,168.0
4779,-80.5,76.5,168.0
4780,-79.5,76.5,168.0
4781,-78.5,76.5,0.3
4782,-77.5,76.5,0.3
4783,-76.5,76.5,0.3
4784,-75.5,76.5,0.3
4785,-74.5,76.5,0.3
4786,-73.5,76.5,0.3
4787,-72.5,76.5,0.3
4788,-71.5,76.5,0.3
4789,-70.5,76.5,0.3
4790,-69.5,76.5,0.3
4791,-68.5,76.5,168.0
4792,-67.5,76.5,168.0
4793,-66.5,76.5,168.0
4794,-65.5,76.5,168.0
4795,-64.5,76.5,168.0
4796,-63.5,76.5,168.0
4797,-62.5,76.5,168.0
4798,-61.5,76.5,168.0
4799,-60.5,76.5,168.0
4800,-59.5,76.5,168.0
4801,-58.5,76.5,168.0
4802,-57.5,76.5,168.0
4803,-56.5,76.5,168.0
4804,-55.5,76.5,168.0
4805,-54.5,76.5,168.0
4806,-53.5,76.5,168.0
4807,-52.5,76.5,168.0
4808,-51.5,76.5,168.0
4809,-50.5,76.5,168.0
4810,-49.5,76.5,168.0
4811,-48.5,76.5,168.0
4812,-47.5,76.5,168.0
4813,-46.5,76.5,168.0
4814,-45.5,76.5,168.0
4815,-44.5,76.5,168.0
4816,-43.5,76.5,168.0
4817,-42.5,76.5,168.0
4818,-41.5,76.5,168.0
4819,-40.5,76.5,168.0
4820,-39.5,76.5,168.0
4821,-38.5,76.5,168.0
4822,-37.5,76.5,168.0
4823,-36.5,76.5,168.0
4824,-35.5,76.5,168.0
4825,-34.5,76.5,168.0
4826,-33.5,76.5,168.0
4827,-32.5,76.5,168.0
4828,-31.5,76.5,168.0
4829,-30.5,76.5,168.0
4830,-29.5,76.5,168.0
4831,-28.5,76.5,168.0
4832,-27.5,76.5,168.0
4833,-26.5,76.5,168.0
4834,-25.5,76.5,168.0
4835,-24.5,76.5,168.0
4836,-23.5,76.5,168.0
4837,-22.5,76.5,168.0
4838,-21.5,76.5,168.0
4839,-20.5,76.5,2.0
4840,-19.5,76.5,2.0
4841,-18.5,76.5,2.0
4842,-17.5,76.5,2.0
4843,-16.5,76.5,1.0
4844,-15.5,76.5,1.0
4845,-14.5,76.5,1.0
4846,-13.5,76.5,1.0
4847,-12.5,76.5,1.0
4848,-11.5,76.5,1.0
4849,-10.5,76.5,1.0
4850,-9.5,76.5,1.0
4851,-8.5,76.5,0.3
4852,-7.5,76.5,0.3
4853,-6.5,76.5,0.3
4854,-5.5,76.5,0.3
4855,-4.5,76.5,0.3
4856,-3.5,76.5,0.3
4857,-2.5,76.5,0.3
4858,-1.5,76.5,0.0
4859,-0.5,76.5,0.0
4860,0.5,76.5,0.0
4861,1.5,76.5,0.0
4862,2.5,76.5,0.0
4863,3.5,76.5,0.0
4864,4.5,76.5,0.0
4865,5.5,76.5,0.0
4866,6.5,76.5,0.0
4867,7.5,76.5,0.0
4868,8.5,76.5,0.0
4869,9.5,76.5,0.0
4870,10.5,76.5,0.0
4871,11.5,76.5,0.0
4872,12.5,76.5,0.0
4873,13.5,76.5,0.0
4874,14.5,76.5,0.3
4875,15.5,76.5,0.3
4876,16.5,76.5,0.3
4877,17.5,76.5,0.3
4878,18.5,76.5,0.3
4879,19.5,76.5,0.3
4880,20.5,76.5,0.3
4881,21.5,76.5,0.3
4882,22.5,76.5,0.3
4883,23.5,76.5,0.3
4884,24.5,76.5,0.3
4885,25.5,76.5,0.3
4886,26.5,76.5,0.3
4887,27.5,76.5,0.3
4888,28.5,76.5,0.3
4889,29.5,76.5,0.3
4890,30.5,76.5,0.3
4891,31.5,76.5,0.3
4892,32.5,76.5,0.3
4893,33.5,76.5,0.3
4894,34.5,76.5,0.3
4895,35.5,76.5,0.3
4896,36.5,76.5,0.3
4897,37.5,76.5,0.3
4898,38.5,76.5,0.3
4899,39.5,76.5,0.3
4900,40.5,76.5,0.3
4901,41.5,76.5,0.3
4902,42.5,76.5,0.3
4903,43.5,76.5,0.3
4904,44.5,76.5,0.3
4905,45.5,76.5,0.3
4906,46.5,76.5,0.3
4907,47.5,76.5,0.3
4908,48.5,76.5,0.3
4909,49.5,76.5,0.3
4910,50.5,76.5,0.3
4911,51.5,76.5,0.3
4912,52.5,76.5,0.3
4913,53.5,76.5,0.3
4914,54.5,76.5,0.3
4915,55.5,76.5,0.3
4916,56.5,76.5,0.3
4917,57.5,76.5,0.3
4918,58.5,76.5,0.3
4919,59.5,76.5,0.3
4920,60.5,76.5,0.3
4921,61.5,76.5,0.3
4922,62.5,76.5,0.3
4923,63.5,76.5,0.3
4924,64.5,76.5,0.3
4925,65.5,76.5,168.0
4926,66.5,76.5,168.0
4927,67.5,76.5,168.0
4928,68.5,76.5,168.0
4929,69.5,76.5,0.3
4930,70.5,76.5,0.3
4931,71.5,76.5,0.3
4932,72.5,76.5,0.3
4933,73.5,76.5,0.3
4934,74.5,76.5,0.3
4935,75.5,76.5,0.3
4936,76.5,76.5,0.3
4937,77.5,76.5,0.3
4938,78.5,76.5,0.3
4939,79.5,76.5,0.3
4940,80.5,76.5,0.3
4941,81.5,76.5,0.3
4942,82.5,76.5,0.3
4943,83.5,76.5,0.3
4944,84.5,76.5,0.3
4945,85.5,76.5,0.3
4946,86.5,76.5,0.3
4947,87.5,76.5,0.3
4948,88.5,76.5,0.3
4949,89.5,76.5,0.3
4950,90.5,76.5,0.3
4951,91.5,76.5,0.3
4952,92.5,76.5,0.3
4953,93.5,76.5,0.3
4954,94.5,76.5,0.3
4955,95.5,76.5,0.3
4956,96.5,76.5,0.3
4957,97.5,76.5,0.3
4958,98.5,76.5,0.3
4959,99.5,76.5,168.0
4960,100.5,76.5,168.0
4961,101.5,76.5,168.0
4962,102.5,76.5,168.0
4963,103.5,76.5,168.0
4964,104.5,76.5,168.0
4965,105.5,76.5,168.0
4966,106.5,76.5,0.3
4967,107.5,76.5,168.0
4968,108.5,76.5,168.0
4969,109.5,76.5,168.0
4970,110.5,76.5,168.0
4971,111.5,76.5,168.0
4972,112.5,76.5,0.3
4973,113.5,76.5,0.3
4974,114.5,76.5,0.3
4975,115.5,76.5,0.3
4976,116.5,76.5,0.3
4977,117.5,76.5,0.3
4978,118.5,76.5,0.3
4979,119.5,76.5,0.3
4980,120.5,76.5,0.3
4981,121.5,76.5,0.3
4982,122.5,76.5,0.3
4983,123.5,76.5,0.3
4984,124.5,76.5,0.3
4985,125.5,76.5,0.3
4986,126.5,76.5,0.3
4987,127.5,76.5,0.3
4988,128.5,76.5,0.3
4989,129.5,76.5,0.3
4990,130.5,76.5,0.3
4991,131.5,76.5,0.3
4992,132.5,76.5,0.3
4993,133.5,76.5,0.3
4994,134.5,76.5,0.3
4995,135.5,76.5,0.3
4996,136.5,76.5,0.3
4997,137.5,76.5,0.3
4998,138.5,76.5,0.3
4999,139.5,76.5,0.3
5000,140.5,76.5,0.3
5001,141.5,76.5,0.3
5002,142.5,76.5,0.3
5003,143.5,76.5,0.3
5004,144.5,76.5,0.3
5005,145.5,76.5,0.3
5006,146.5,76.5,0.3
5007,147.5,76.5,0.3
5008,148.5,76.5,1.0
5009,149.5,76.5,1.0
5010,150.5,76.5,1.0
5011,151.5,76.5,1.0
5012,152.5,76.5,1.0
5013,153.5,76.5,1.0
5014,154.5,76.5,1.0
5015,155.5,76.5,1.0
5016,156.5,76.5,1.0
5017,157.5,76.5,1.0
5018,158.5,76.5,1.0
5019,159.5,76.5,2.0
5020,160.5,76.5,2.0
5021,161.5,76.5,2.0
5022,162.5,76.5,2.0
5023,163.5,76.5,2.0
5024,164.5,76.5,2.0
5025,165.5,76.5,2.0
5026,166.5,76.5,2.0
5027,167.5,76.5,2.0
5028,168.5,76.5,2.0
5029,169.5,76.5,3.0
5030,170.5,76.5,3.0
5031,171.5,76.5,3.0
5032,172.5,76.5,3.0
5033,173.5,76.5,3.0
5034,174.5,76.5,3.0
5035,175.5,76.5,3.0
5036,176.5,76.5,3.0
5037,177.5,76.5,3.0
5038,178.5,76.5,3.0
5039,179.5,76.5,3.0
5040,-179.5,75.5,3.0
5041,-178.5,75.5,3.0
5042,-177.5,75.5,3.0
5043,-176.5,75.5,3.0
5044,-175.5,75.5,3.0
5045,-174.5,75.5,3.0
5046,-173.5,75.5,3.0
5047,-172.5,75.5,3.0
5048,-171.5,75.5,3.0
5049,-170.5,75.5,4.0
5050,-169.5,75.5,4.0
5051,-168.5,75.5,4.0
5052,-167.5,75.5,4.0
5053,-166.5,75.5,4.0
5054,-165.5,75.5,4.0
5055,-164.5,75.5,4.0
5056,-163.5,75.5,4.0
5057,-162.5,75.5,4.0
5058,-161.5,75.5,4.0
5059,-160.5,75.5,4.0
5060,-159.5,75.5,4.0
5061,-158.5,75.5,4.0
5062,-157.5,75.5,4.0
5063,-156.5,75.5,4.0
5064,-155.5,75.5,4.0
5065,-154.5,75.5,4.0
5066,-153.5,75.5,4.0
5067,-152.5,75.5,4.0
5068,-151.5,75.5,4.0
5069,-150.5,75.5,4.0
5070,-149.5,75.5,4.0
5071,-148.5,75.5,4.0
5072,-147.5,75.5,4.0
5073,-146.5,75.5,5.0
5074,-145.5,75.5,5.0
5075,-144.5,75.5,5.0
5076,-143.5,75.5,5.0
5077,-142.5,75.5,5.0
5078,-141.5,75.5,5.0
5079,-140.5,75.5,5.0
5080,-139.5,75.5,5.0
5081,-138.5,75.5,5.0
5082,-137.5,75.5,5.0
5083,-136.5,75.5,5.0
5084,-135.5,75.5,5.0
5085,-134.5,75.5,5.0
5086,-133.5,75.5,5.0
5087,-132.5,75.5,5.0
5088,-131.5,75.5,5.0
5089,-130.5,75.5,5.0
5090,-129.5,75.5,5.0
5091,-128.5,75.5,6.0
5092,-127.5,75.5,6.0
5093,-126.5,75.5,6.0
5094,-125.5,75.5,6.0
5095,-124.5,75.5,6.0
5096,-123.5,75.5,6.0
5097,-122.5,75.5,6.0
5098,-121.5,75.5,6.0
5099,-120.5,75.5,6.0
5100,-119.5,75.5,6.0
5101,-118.5,75.5,168.0
5102,-117.5,75.5,6.0
5103,-116.5,75.5,168.0
5104,-115.5,75.5,168.0
5105,-114.5,75.5,168.0
5106,-113.5,75.5,168.0
5107,-112.5,75.5,168.0
5108,-111.5,75.5,168.0
5109,-110.5,75.5,168.0
5110,-109.5,75.5,168.0
5111,-108.5,75.5,168.0
5112,-107.5,75.5,168.0
5113,-106.5,75.5,168.0
5114,-105.5,75.5,0.0
5115,-104.5,75.5,0.0
5116,-103.5,75.5,0.0
5117,-102.5,75.5,168.0
5118,-101.5,75.5,0.0
5119,-100.5,75.5,168.0
5120,-99.5,75.5,168.0
5121,-98.5,75.5,168.0
5122,-97.5,75.5,0.0
5123,-96.5,75.5,0.0
5124,-95.5,75.5,168.0
5125,-94.5,75.5,168.0
5126,-93.5,75.5,0.0
5127,-92.5,75.5,0.0
5128,-91.5,75.5,168.0
5129,-90.5,75.5,168.0
5130,-89.5,75.5,168.0
5131,-88.5,75.5,168.0
5132,-87.5,75.5,168.0
5133,-86.5,75.5,168.0
5134,-85.5,75.5,168.0
5135,-84.5,75.5,168.0
5136,-83.5,75.5,168.0
5137,-82.5,75.5,168.0
5138,-81.5,75.5,168.0
5139,-80.5,75.5,168.0
5140,-79.5,75.5,0.3
5141,-78.5,75.5,0.3
5142,-77.5,75.5,0.3
5143,-76.5,75.5,0.3
5144,-75.5,75.5,0.3
5145,-74.5,75.5,0.3
5146,-73.5,75.5,0.3
5147,-72.5,75.5,0.3
5148,-71.5,75.5,0.3
5149,-70.5,75.5,0.3
5150,-69.5,75.5,0.3
5151,-68.5,75.5,0.3
5152,-67.5,75.5,0.3
5153,-66.5,75.5,0.3
5154,-65.5,75.5,0.3
5155,-64.5,75.5,0.3
5156,-63.5,75.5,0.3
5157,-62.5,75.5,0.3
5158,-61.5,75.5,0.3
5159,-60.5,75.5,0.3
5160,-59.5,75.5,0.3
5161,-58.5,75.5,0.3
5162,-57.5,75.5,168.0
5163,-56.5,75.5,168.0
5164,-55.5,75.5,168.0
5165,-54.5,75.5,168.0
5166,-53.5,75.5,168.0
5167,-52.5,75.5,168.0
5168,-51.5,75.5,168.0
5169,-50.5,75.5,168.0
5170,-49.5,75.5,168.0
5171,-48.5,75.5,168.0
5172,-47.5,75.5,168.0
5173,-46.5,75.5,168.0
5174,-45.5,75.5,168.0
5175,-44.5,75.5,168.0
5176,-43.5,75.5,168.0
5177,-42.5,75.5,168.0
5178,-41.5,75.5,168.0
5179,-40.5,75.5,168.0
5180,-39.5,75.5,168.0
5181,-38.5,75.5,168.0
5182,-37.5,75.5,168.0
5183,-36.5,75.5,168.0
5184,-35.5,75.5,168.0
5185,-34.5,75.5,168.0
5186,-33.5,75.5,168.0
5187,-32.5,75.5,168.0
5188,-31.5,75.5,168.0
5189,-30.5,75.5,168.0
5190,-29.5,75.5,168.0
5191,-28.5,75.5,168.0
5192,-27.5,75.5,168.0
5193,-26.5,75.5,168.0
5194,-25.5,75.5,168.0
5195,-24.5,75.5,168.0
5196,-23.5,75.5,168.0
5197,-22.5,75.5,168.0
5198,-21.5,75.5,168.0
5199,-20.5,75.5,168.0
5200,-19.5,75.5,168.0
5201,-18.5,75.5,2.0
5202,-17.5,75.5,1.0
5203,-16.5,75.5,1.0
5204,-15.5,75.5,1.0
5205,-14.5,75.5,1.0
5206,-13.5,75.5,1.0
5207,-12.5,75.5,1.0
5208,-11.5,75.5,1.0
5209,-10.5,75.5,1.0
5210,-9.5,75.5,0.3
5211,-8.5,75.5,0.3
5212,-7.5,75.5,0.3
5213,-6.5,75.5,0.3
5214,-5.5,75.5,0.3
5215,-4.5,75.5,0.3
5216,-3.5,75.5,0.0
5217,-2.5,75.5,0.0
5218,-1.5,75.5,0.0
5219,-0.5,75.5,0.0
5220,0.5,75.5,0.0
5221,1.5,75.5,0.0
5222,2.5,75.5,0.0
5223,3.5,75.5,0.0
5224,4.5,75.5,0.0
5225,5.5,75.5,0.0
5226,6.5,75.5,0.0
5227,7.5,75.5,0.0
5228,8.5,75.5,0.0
5229,9.5,75.5,0.0
5230,10.5,75.5,0.0
5231,11.5,75.5,0.0
5232,12.5,75.5,0.0
5233,13.5,75.5,0.0
5234,14.5,75.5,0.0
5235,15.5,75.5,0.0
5236,16.5,75.5,0.0
5237,17.5,75.5,0.0
5238,18.5,75.5,0.0
5239,19.5,75.5,0.0
5240,20.5,75.5,0.0
5241,21.5,75.5,0.0
5242,22.5,75.5,0.0
5243,23.5,75.5,0.0
5244,24.5,75.5,0.0
5245,25.5,75.5,0.0
5246,26.5,75.5,0.0
5247,27.5,75.5,0.0
5248,28.5,75.5,0.0
5249,29.5,75.5,0.0
5250,30.5,75.5,0.0
5251,31.5,75.5,0.0
5252,32.5,75.5,0.0
5253,33.5,75.5,0.0
5254,34.5,75.5,0.0
5255,35.5,75.5,0.0
5256,36.5,75.5,0.0
5257,37.5,75.5,0.3
5258,38.5,75.5,0.3
5259,39.5,75.5,0.3
5260,40.5,75.5,0.3
5261,41.5,75.5,0.3
5262,42.5,75.5,0.3
5263,43.5,75.5,0.3
5264,44.5,75.5,0.3
5265,45.5,75.5,0.3
5266,46.5,75.5,0.3
5267,47.5,75.5,0.3
5268,48.5,75.5,0.3
5269,49.5,75.5,0.3
5270,50.5,75.5,0.3
5271,51.5,75.5,0.3
5272,52.5,75.5,0.3
5273,53.5,75.5,0.3
5274,54.5,75.5,0.3
5275,55.5,75.5,0.3
5276,56.5,75.5,0.3
5277,57.5,75.5,0.3
5278,58.5,75.5,168.0
5279,59.5,75.5,168.0
5280,60.5,75.5,168.0
5281,61.5,75.5,168.0
5282,62.5,75.5,168.0
5283,63.5,75.5,0.3
5284,64.5,75.5,0.3
5285,65.5,75.5,0.3
5286,66.5,75.5,0.3
5287,67.5,75.5,0.3
5288,68.5,75.5,0.3
5289,69.5,75.5,0.3
5290,70.5,75.5,0.3
5291,71.5,75.5,0.3
5292,72.5,75.5,0.3
5293,73.5,75.5,0.3
5294,74.5,75.5,0.3
5295,75.5,75.5,0.3
5296,76.5,75.5,0.3
5297,77.5,75.5,0.3
5298,78.5,75.5,0.3
5299,79.5,75.5,0.3
5300,80.5,75.5,0.3
5301,81.5,75.5,0.3
5302,82.5,75.5,0.3
5303,83.5,75.5,0.3
5304,84.5,75.5,0.3
5305,85.5,75.5,0.3
5306,86.5,75.5,0.3
5307,87.5,75.5,0.3
5308,88.5,75.5,0.3
5309,89.5,75.5,0.3
5310,90.5,75.5,168.0
5311,91.5,75.5,168.0
5312,92.5,75.5,168.0
5313,93.5,75.5,168.0
5314,94.5,75.5,168.0
5315,95.5,75.5,168.0
5316,96.5,75.5,168.0
5317,97.5,75.5,168.0
5318,98.5,75.5,168.0
5319,99.5,75.5,168.0
5320,100.5,75.5,168.0
5321,101.5,75.5,168.0
5322,102.5,75.5,168.0
5323,103.5,75.5,168.0
5324,104.5,75.5,168.0
5325,105.5,75.5,168.0
5326,106.5,75.5,168.0
5327,107.5,75.5,168.0
5328,108.5,75.5,168.0
5329,109.5,75.5,168.0
5330,110.5,75.5,168.0
5331,111.5,75.5,168.0
5332,112.5,75.5,168.0
5333,113.5,75.5,168.0
5334,114.5,75.5,0.3
5335,115.5,75.5,0.3
5336,116.5,75.5,0.3
5337,117.5,75.5,0.3
5338,118.5,75.5,0.3
5339,119.5,75.5,0.3
5340,120.5,75.5,0.3
5341,121.5,75.5,0.3
5342,122.5,75.5,0.3
5343,123.5,75.5,0.3
5344,124.5,75.5,0.3
5345,125.5,75.5,0.3
5346,126.5,75.5,0.3
5347,127.5,75.5,0.3
5348,128.5,75.5,0.3
5349,129.5,75.5,0.3
5350,130.5,75.5,0.3
5351,131.5,75.5,0.3
5352,132.5,75.5,0.3
5353,133.5,75.5,0.3
5354,134.5,75.5,0.3
5355,135.5,75.5,0.3
5356,136.5,75.5,0.3
5357,137.5,75.5,168.0
5358,138.5,75.5,168.0
5359,139.5,75.5,168.0
5360,140.5,75.5,168.0
5361,141.5,75.5,168.0
5362,142.5,75.5,168.0
5363,143.5,75.5,168.0
5364,144.5,75.5,168.0
5365,145.5,75.5,0.3
5366,146.5,75.5,0.3
5367,147.5,75.5,0.3
5368,148.5,75.5,0.3
5369,149.5,75.5,0.3
5370,150.5,75.5,0.3
5371,151.5,75.5,0.3
5372,152.5,75.5,0.3
5373,153.5,75.5,0.3
5374,154.5,75.5,0.3
5375,155.5,75.5,1.0
5376,156.5,75.5,1.0
5377,157.5,75.5,1.0
5378,158.5,75.5,1.0
5379,159.5,75.5,1.0
5380,160.5,75.5,1.0
5381,161.5,75.5,1.0
5382,162.5,75.5,2.0
5383,163.5,75.5,2.0
5384,164.5,75.5,2.0
5385,165.5,75.5,2.0
5386,166.5,75.5,2.0
5387,167.5,75.5,2.0
5388,168.5,75.5,2.0
5389,169.5,75.5,2.0
5390,170.5,75.5,2.0
5391,171.5,75.5,3.0
5392,172.5,75.5,3.0
5393,173.5,75.5,3.0
5394,174.5,75.5,3.0
5395,175.5,75.5,3.0
5396,176.5,75.5,3.0
5397,177.5,75.5,3.0
5398,178.5,75.5,3.0
5399,179.5,75.5,3.0
5400,-179.5,74.5,3.0
5401,-178.5,74.5,3.0
5402,-177.5,74.5,3.0
5403,-176.5,74.5,3.0
5404,-175.5,74.5,3.0
5405,-174.5,74.5,3.0
5406,-173.5,74.5,3.0
5407,-172.5,74.5,3.0
5408,-171.5,74.5,3.0
5409,-170.5,74.5,3.0
5410,-169.5,74.5,3.0
5411,-168.5,74.5,4.0
5412,-167.5,74.5,4.0
5413,-166.5,74.5,4.0
5414,-165.5,74.5,4.0
5415,-164.5,74.5,4.0
5416,-163.5,74.5,4.0
5417,-162.5,74.5,4.0
5418,-161.5,74.5,4.0
5419,-160.5,74.5,4.0
5420,-159.5,74.5,4.0
5421,-158.5,74.5,4.0
5422,-157.5,74.5,4.0
5423,-156.5,74.5,4.0
5424,-155.5,74.5,4.0
5425,-154.5,74.5,4.0
5426,-153.5,74.5,4.0
5427,-152.5,74.5,4.0
5428,-151.5,74.5,4.0
5429,-150.5,74.5,5.0
5430,-149.5,74.5,5.0
5431,-148.5,74.5,5.0
5432,-147.5,74.5,5.0
5433,-146.5,74.5,5.0
5434,-145.5,74.5,5.0
5435,-144.5,74.5,5.0
5436,-143.5,74.5,5.0
5437,-142.5,74.5,5.0
5438,-141.5,74.5,5.0
5439,-140.5,74.5,5.0
5440,-139.5,74.5,5.0
5441,-138.5,74.5,5.0
5442,-137.5,74.5,5.0
5443,-136.5,74.5,5.0
5444,-135.5,74.5,5.0
5445,-134.5,74.5,5.0
5446,-133.5,74.5,5.0
5447,-132.5,74.5,5.0
5448,-131.5,74.5,5.0
5449,-130.5,74.5,5.0
5450,-129.5,74.5,5.0
5451,-128.5,74.5,5.0
5452,-127.5,74.5,5.0
5453,-126.5,74.5,5.0
5454,-125.5,74.5,6.0
5455,-124.5,74.5,6.0
5456,-123.5,74.5,6.0
5457,-122.5,74.5,6.0
5458,-121.5,74.5,6.0
5459,-120.5,74.5,6.0
5460,-119.5,74.5,0.0
5461,-118.5,74.5,0.0
5462,-117.5,74.5,0.0
5463,-116.5,74.5,0.0
5464,-115.5,74.5,0.0
5465,-114.5,74.5,0.0
5466,-113.5,74.5,168.0
5467,-112.5,74.5,168.0
5468,-111.5,74.5,0.0
5469,-110.5,74.5,0.0
5470,-109.5,74.5,0.0
5471,-108.5,74.5,0.0
5472,-107.5,74.5,0.0
5473,-106.5,74.5,0.0
5474,-105.5,74.5,0.0
5475,-104.5,74.5,0.0
5476,-103.5,74.5,0.0
5477,-102.5,74.5,0.0
5478,-101.5,74.5,0.0
5479,-100.5,74.5,0.0
5480,-99.5,74.5,0.0
5481,-98.5,74.5,0.0
5482,-97.5,74.5,0.0
5483,-96.5,74.5,0.0
5484,-95.5,74.5,0.0
5485,-94.5,74.5,0.0
5486,-93.5,74.5,0.0
5487,-92.5,74.5,0.0
5488,-91.5,74.5,0.0
5489,-90.5,74.5,0.0
5490,-89.5,74.5,0.0
5491,-88.5,74.5,168.0
5492,-87.5,74.5,168.0
5493,-86.5,74.5,168.0
5494,-85.5,74.5,168.0
5495,-84.5,74.5,168.0
5496,-83.5,74.5,0.0
5497,-82.5,74.5,0.0
5498,-81.5,74.5,0.0
5499,-80.5,74.5,0.0
5500,-79.5,74.5,0.3
5501,-78.5,74.5,0.3
5502,-77.5,74.5,0.3
5503,-76.5,74.5,0.3
5504,-75.5,74.5,0.3
5505,-74.5,74.5,0.3
5506,-73.5,74.5,0.3
5507,-72.5,74.5,0.3
5508,-71.5,74.5,0.3
5509,-70.5,74.5,0.3
5510,-69.5,74.5,0.3
5511,-68.5,74.5,0.3
5512,-67.5,74.5,0.3
5513,-66.5,74.5,0.3
5514,-65.5,74.5,0.3
5515,-64.5,74.5,0.3
5516,-63.5,74.5,0.3
5517,-62.5,74.5,0.3
5518,-61.5,74.5,0.3
5519,-60.5,74.5,0.3
5520,-59.5,74.5,0.3
5521,-58.5,74.5,0.3
5522,-57.5,74.5,0.3
5523,-56.5,74.5,168.0
5524,-55.5,74.5,168.0
5525,-54.5,74.5,168.0
5526,-53.5,74.5,168.0
5527,-52.5,74.5,168.0
5528,-51.5,74.5,168.0
5529,-50.5,74.5,168.0
5530,-49.5,74.5,168.0
5531,-48.5,74.5,168.0
5532,-47.5,74.5,168.0
5533,-46.5,74.5,168.0
5534,-45.5,74.5,168.0
5535,-44.5,74.5,168.0
